"title","price","product","brand","suburb"
"172.5: X Convenience Alkimos",172.5,"Premium Unleaded","X Convenience","Alkimos"
"174.9: 7-Eleven Landsdale",174.9,"Premium Unleaded","7-Eleven","Landsdale"
"174.9: Vibe Subiaco",174.9,"Premium Unleaded","Vibe","Subiaco"
"174.9: Liberty Landsdale",174.9,"Premium Unleaded","Liberty","Landsdale"
"175.1: Burk Broadwater",175.1,"Premium Unleaded","Burk","Broadwater"
"175.3: Liberty West Busselton",175.3,"Premium Unleaded","Liberty","West Busselton"
"176.2: Liberty Beckenham",176.2,"Premium Unleaded","Liberty","Beckenham"
"176.3: Solo Morley",176.3,"Premium Unleaded","Solo","Morley"
"176.7: Vibe Canning Vale",176.7,"Premium Unleaded","Vibe","Canning Vale"
"176.7: Vibe Bunbury South",176.7,"Premium Unleaded","Vibe","South Bunbury"
"176.9: 7-Eleven Thornlie",176.9,"Premium Unleaded","7-Eleven","Thornlie"
"176.9: Liberty Dalyellup",176.9,"Premium Unleaded","Liberty","Dalyellup"
"176.9: 7-Eleven Dalyellup",176.9,"Premium Unleaded","7-Eleven","Dalyellup"
"177.7: Vibe Spearwood",177.7,"Premium Unleaded","Vibe","Spearwood"
"177.9: Atlas Fuel Caversham",177.9,"Premium Unleaded","Atlas","Caversham"
"178.7: Vibe Armadale",178.7,"Premium Unleaded","Vibe","Armadale"
"178.7: Vibe Kwinana Town Centre",178.7,"Premium Unleaded","Vibe","Kwinana Town Centre"
"178.9: Liberty Busselton West",178.9,"Premium Unleaded","Liberty","West Busselton"
"179.0: Phoenix Barlee St",179,"Premium Unleaded","Independent","Busselton"
"179.2: Atlas Fuel Thornlie",179.2,"Premium Unleaded","Atlas","Thornlie"
"179.2: Atlas Fuel Welshpool",179.2,"Premium Unleaded","Atlas","Welshpool"
"179.5: United Pinjarra Truck Stop",179.5,"Premium Unleaded","United","Pinjarra"
"179.5: X Convenience Erskine",179.5,"Premium Unleaded","X Convenience","Erskine"
"179.5: Atlas Fuel Geraldton",179.5,"Premium Unleaded","Atlas","Wonthella"
"179.7: Lori's Fuel Supply",179.7,"Premium Unleaded","Independent","Kelmscott"
"179.8: Petro Fuels Bluff Point",179.8,"Premium Unleaded","Petro Fuels","Bluff Point"
"179.9: Ampol Foodary Gelorup",179.9,"Premium Unleaded","Ampol","Gelorup"
"179.9: 7-Eleven Busselton",179.9,"Premium Unleaded","7-Eleven","Busselton"
"179.9: UGO Mundaring",179.9,"Premium Unleaded","UGO","Mundaring"
"180.2: Liberty Cannington",180.2,"Premium Unleaded","Liberty","Cannington"
"180.5: Liberty Pinjarra",180.5,"Premium Unleaded","Liberty","Pinjarra"
"180.5: Geographe Petroleum",180.5,"Premium Unleaded","Liberty","Busselton"
"180.9: 7-Eleven Malaga",180.9,"Premium Unleaded","7-Eleven","Malaga"
"180.9: 7-Eleven Caversham",180.9,"Premium Unleaded","7-Eleven","Caversham"
"180.9: 7-Eleven Golden Bay",180.9,"Premium Unleaded","7-Eleven","Golden Bay"
"180.9: 7-Eleven Bunbury East",180.9,"Premium Unleaded","7-Eleven","East Bunbury"
"180.9: 7-Eleven Alkimos",180.9,"Premium Unleaded","7-Eleven","Alkimos"
"180.9: 7-Eleven Geraldton North",180.9,"Premium Unleaded","7-Eleven","Spalding"
"181.5: United Tapping",181.5,"Premium Unleaded","United","Wanneroo"
"181.5: United Naval Base Truck Stop",181.5,"Premium Unleaded","United","Naval Base"
"181.9: BP 2go Morrison Road",181.9,"Premium Unleaded","BP","Midvale"
"181.9: BP Naval Base",181.9,"Premium Unleaded","BP","Naval Base"
"181.9: BP Jindalee",181.9,"Premium Unleaded","BP","Jindalee"
"181.9: Ampol Foodary Wonthella",181.9,"Premium Unleaded","Ampol","Wonthella"
"182.5: United Vasse Truck Stop",182.5,"Premium Unleaded","United","Vasse"
"182.7: Vibe Bullsbrook",182.7,"Premium Unleaded","Vibe","Bullsbrook"
"182.7: Vibe Bayswater",182.7,"Premium Unleaded","Vibe","Bayswater"
"182.9: United Maddington Truck Stop",182.9,"Premium Unleaded","United","Maddington"
"182.9: Atlas Fuel Midvale",182.9,"Premium Unleaded","Atlas","Midvale"
"182.9: Metro Bassendean",182.9,"Premium Unleaded","Metro Petroleum","Bassendean"
"182.9: Atlas Fuel Sawyers Valley",182.9,"Premium Unleaded","Atlas","Sawyers Valley"
"182.9: Atlas Fuel Stratton",182.9,"Premium Unleaded","Atlas","Stratton"
"183.5: United Osborne Park",183.5,"Premium Unleaded","United","Osborne Park"
"183.5: United Ellenbrook",183.5,"Premium Unleaded","United","Ellenbrook"
"183.5: United Perth Airport Truck Stop",183.5,"Premium Unleaded","United","Perth Airport"
"183.5: Liberty Tapping",183.5,"Premium Unleaded","Liberty","Wanneroo"
"183.5: Liberty Naval Base",183.5,"Premium Unleaded","Liberty","Naval Base"
"183.5: United Albany Orana",183.5,"Premium Unleaded","United","Orana"
"183.7: Vibe Nollamara",183.7,"Premium Unleaded","Vibe","Nollamara"
"183.9: United Kewdale Truck Stop",183.9,"Premium Unleaded","United","Kewdale"
"183.9: Serpentine Falls Roadhouse",183.9,"Premium Unleaded","Independent","Serpentine"
"183.9: United Southern River",183.9,"Premium Unleaded","United","Southern River"
"183.9: EG Ampol Alkimos",183.9,"Premium Unleaded","EG Ampol","Alkimos"
"184.3: Vibe Neerabup",184.3,"Premium Unleaded","Vibe","Neerabup"
"184.3: Vibe Bullsbrook Northlink",184.3,"Premium Unleaded","Vibe","Bullsbrook"
"184.5: Liberty Oyster Harbour",184.5,"Premium Unleaded","Liberty","Bayonet Head"
"184.5: Liberty McKail",184.5,"Premium Unleaded","Liberty","Mckail"
"184.5: Liberty Banksia Grove",184.5,"Premium Unleaded","Liberty","Banksia Grove"
"184.5: Shell High Wycombe",184.5,"Premium Unleaded","Shell","High Wycombe"
"184.5: Liberty Dongara",184.5,"Premium Unleaded","Liberty","Dongara"
"184.5: Liberty Gosnells",184.5,"Premium Unleaded","Liberty","Gosnells"
"184.7: Vibe Port Kennedy",184.7,"Premium Unleaded","Vibe","Port Kennedy"
"184.7: Vibe Henderson",184.7,"Premium Unleaded","Vibe","Henderson"
"184.8: Petro Fuels Albany",184.8,"Premium Unleaded","Petro Fuels","Centennial Park"
"184.9: BP The Lakes Roadhouse",184.9,"Premium Unleaded","BP","The Lakes"
"184.9: BP Connect Wellington Rd",184.9,"Premium Unleaded","BP","Morley"
"184.9: BP 2go Noranda",184.9,"Premium Unleaded","BP","Noranda"
"184.9: BP Connect North Perth",184.9,"Premium Unleaded","BP","North Perth"
"184.9: 7-Eleven Balga",184.9,"Premium Unleaded","7-Eleven","Balga"
"184.9: 7-Eleven Greenfields",184.9,"Premium Unleaded","7-Eleven","Greenfields"
"184.9: 7-Eleven Wanneroo South",184.9,"Premium Unleaded","7-Eleven","Wanneroo"
"184.9: 7-Eleven Bibra Lake",184.9,"Premium Unleaded","7-Eleven","Bibra Lake"
"184.9: 7-Eleven Bassendean",184.9,"Premium Unleaded","7-Eleven","Bassendean"
"184.9: 7-Eleven Success",184.9,"Premium Unleaded","7-Eleven","Success"
"184.9: 7-Eleven Harrisdale",184.9,"Premium Unleaded","7-Eleven","Harrisdale"
"184.9: 7-Eleven Maddington South",184.9,"Premium Unleaded","7-Eleven","Maddington"
"184.9: 7-Eleven Queens Park",184.9,"Premium Unleaded","7-Eleven","Queens Park"
"184.9: 7-Eleven Morley",184.9,"Premium Unleaded","7-Eleven","Morley"
"184.9: 7-Eleven Balcatta",184.9,"Premium Unleaded","7-Eleven","Balcatta"
"184.9: 7-Eleven Booragoon",184.9,"Premium Unleaded","7-Eleven","Booragoon"
"184.9: BP Thornlie",184.9,"Premium Unleaded","BP","Canning Vale"
"184.9: 7-Eleven Stirling",184.9,"Premium Unleaded","7-Eleven","Balcatta"
"184.9: 7-Eleven Baldivis",184.9,"Premium Unleaded","7-Eleven","Baldivis"
"184.9: BP Malaga",184.9,"Premium Unleaded","BP","Malaga"
"184.9: Metro Midvale",184.9,"Premium Unleaded","Metro Petroleum","Midvale"
"185.5: United Hepburn Heights",185.5,"Premium Unleaded","United","Padbury"
"185.5: Metro Albany",185.5,"Premium Unleaded","Metro Petroleum","Albany"
"185.9: United Lexia Truck Stop",185.9,"Premium Unleaded","United","Lexia"
"185.9: United Neerabup Truck Stop",185.9,"Premium Unleaded","United","Neerabup"
"185.9: Ampol Foodary Yangebup",185.9,"Premium Unleaded","Ampol","Yangebup"
"185.9: Ampol Foodary Secret Harbour",185.9,"Premium Unleaded","Ampol","Secret Harbour"
"185.9: Ampol Foodary Mt Lawley",185.9,"Premium Unleaded","Ampol","Mount Lawley"
"185.9: Ampol Foodary Malaga Drive",185.9,"Premium Unleaded","Ampol","Malaga"
"185.9: Ampol Foodary High Wycombe",185.9,"Premium Unleaded","Ampol","High Wycombe"
"185.9: Ampol Foodary Midvale",185.9,"Premium Unleaded","Ampol","Midvale"
"185.9: Ampol Foodary Livingston",185.9,"Premium Unleaded","Ampol","Canning Vale"
"185.9: Ampol Foodary Kwinana",185.9,"Premium Unleaded","Ampol","Kwinana Beach"
"185.9: Caltex Midvale",185.9,"Premium Unleaded","Caltex","Midvale"
"185.9: OTR Yangebup",185.9,"Premium Unleaded","Caltex","Yangebup"
"185.9: OTR Maddington",185.9,"Premium Unleaded","Shell","Maddington"
"185.9: Caltex Naval Base",185.9,"Premium Unleaded","Caltex","Naval Base"
"185.9: Ampol Rous Head",185.9,"Premium Unleaded","Ampol","North Fremantle"
"185.9: OMG Caltex Dianella",185.9,"Premium Unleaded","OMG Caltex","Dianella"
"185.9: OMG Caltex Maddington",185.9,"Premium Unleaded","OMG Caltex","Maddington"
"186.5: Shell Reddy Express Vasse",186.5,"Premium Unleaded","Reddy Express","Vasse"
"186.9: United Mount Barker Roadhouse Truck Stop",186.9,"Premium Unleaded","United","Mount Barker"
"186.9: 7-Eleven Cockburn Central",186.9,"Premium Unleaded","7-Eleven","Cockburn Central"
"186.9: BP Embleton",186.9,"Premium Unleaded","BP","Embleton"
"186.9: BP Ellenbrook",186.9,"Premium Unleaded","BP","Ellenbrook"
"186.9: Condello's Liquor Waterloo",186.9,"Premium Unleaded","Phoenix","Picton East"
"186.9: 7-Eleven Ridgewood",186.9,"Premium Unleaded","7-Eleven","Ridgewood"
"186.9: Astron Roleystone",186.9,"Premium Unleaded","Astron","Roleystone"
"187.5: United Leda",187.5,"Premium Unleaded","United","Leda"
"187.5: Better Choice Tuart Hill",187.5,"Premium Unleaded","Better Choice","Tuart Hill"
"187.5: United Northbridge",187.5,"Premium Unleaded","United","Northbridge"
"187.5: Better Choice Malaga",187.5,"Premium Unleaded","Better Choice","Malaga"
"187.5: United South Lake",187.5,"Premium Unleaded","United","South Lake"
"187.7: Gull Waterloo",187.7,"Premium Unleaded","Gull","Waterloo"
"187.7: Vibe Forrestfield",187.7,"Premium Unleaded","Vibe","Forrestfield"
"187.9: United Myaree",187.9,"Premium Unleaded","United","Myaree"
"187.9: 7-Eleven Butler",187.9,"Premium Unleaded","7-Eleven","Butler"
"187.9: 7-Eleven Malvern Springs",187.9,"Premium Unleaded","7-Eleven","Ellenbrook"
"187.9: 7-Eleven Ascot",187.9,"Premium Unleaded","7-Eleven","Ascot"
"187.9: 7-Eleven Wattle Grove",187.9,"Premium Unleaded","7-Eleven","Wattle Grove"
"187.9: 7-Eleven Banksia Grove",187.9,"Premium Unleaded","7-Eleven","Banksia Grove"
"187.9: EG Ampol Morley Galleria",187.9,"Premium Unleaded","EG Ampol","Morley"
"187.9: EG Ampol Canning Vale",187.9,"Premium Unleaded","EG Ampol","Canning Vale"
"187.9: 7-Eleven Yanchep",187.9,"Premium Unleaded","7-Eleven","Yanchep"
"187.9: Metro Wanneroo",187.9,"Premium Unleaded","Metro Petroleum","Wanneroo"
"187.9: 7-Eleven Ellenbrook Central",187.9,"Premium Unleaded","7-Eleven","Ellenbrook"
"188.7: Vibe Jandakot",188.7,"Premium Unleaded","Vibe","Jandakot"
"188.9: United Armadale",188.9,"Premium Unleaded","United","Armadale"
"188.9: BP Connect Ascot (WA)",188.9,"Premium Unleaded","BP","Ascot"
"188.9: BP Maida Vale",188.9,"Premium Unleaded","BP","Maida Vale"
"188.9: BP Huntingdale",188.9,"Premium Unleaded","BP","Huntingdale"
"188.9: BP Nookenburra",188.9,"Premium Unleaded","BP","Innaloo"
"188.9: BP Connect Main Street",188.9,"Premium Unleaded","BP","Osborne Park"
"188.9: BP Connect Kwinana Hub",188.9,"Premium Unleaded","BP","Kwinana Town Centre"
"188.9: BP Connect Palm Springs",188.9,"Premium Unleaded","BP","Warnbro"
"188.9: BP 2go Burrendah",188.9,"Premium Unleaded","BP","Willetton"
"188.9: BP Connect West Coast",188.9,"Premium Unleaded","BP","Scarborough"
"188.9: BP Sorrento",188.9,"Premium Unleaded","BP","Sorrento"
"188.9: BP Connect Phoenix",188.9,"Premium Unleaded","BP","Spearwood"
"188.9: BP Halls Head",188.9,"Premium Unleaded","BP","Halls Head"
"188.9: BP Connect Myaree",188.9,"Premium Unleaded","BP","Myaree"
"188.9: United East Victoria Park",188.9,"Premium Unleaded","United","East Victoria Park"
"188.9: BP Connect East Perth",188.9,"Premium Unleaded","BP","East Perth"
"188.9: 7-Eleven Kelmscott Central",188.9,"Premium Unleaded","7-Eleven","Kelmscott"
"188.9: United Byford",188.9,"Premium Unleaded","United","Byford"
"188.9: BP Kenwick",188.9,"Premium Unleaded","BP","Wattle Grove"
"188.9: BP Clarkson",188.9,"Premium Unleaded","BP","Clarkson"
"188.9: BP Canning Vale",188.9,"Premium Unleaded","BP","Canning Vale"
"188.9: BP South Fremantle",188.9,"Premium Unleaded","BP","South Fremantle"
"188.9: BP Highgate",188.9,"Premium Unleaded","BP","Perth"
"188.9: OTR Roleystone",188.9,"Premium Unleaded","Caltex","Roleystone"
"188.9: 7-Eleven Kardinya",188.9,"Premium Unleaded","7-Eleven","Kardinya"
"188.9: United Anketell",188.9,"Premium Unleaded","United","Anketell"
"188.9: BP Piara Waters",188.9,"Premium Unleaded","BP","Piara Waters"
"188.9: United Anketell South",188.9,"Premium Unleaded","United","Anketell"
"188.9: S24 Balcatta",188.9,"Premium Unleaded","Caltex","Balcatta"
"188.9: S24 Yanchep",188.9,"Premium Unleaded","Caltex","Yanchep"
"188.9: S24 Guildford",188.9,"Premium Unleaded","Caltex","Guildford"
"188.9: OTR Como",188.9,"Premium Unleaded","Shell","Como"
"188.9: OTR Perth Pier Street",188.9,"Premium Unleaded","Shell","Perth"
"188.9: Petro Fuels Westminster",188.9,"Premium Unleaded","Petro Fuels","Westminster"
"188.9: S24 Bull Creek",188.9,"Premium Unleaded","Shell","Bull Creek"
"188.9: S24 Redcliffe",188.9,"Premium Unleaded","Shell","Redcliffe"
"188.9: Liberty O'Connor",188.9,"Premium Unleaded","Liberty","O'connor"
"189.5: United Rangeway Truck Stop",189.5,"Premium Unleaded","United","Rangeway"
"189.7: Vibe Treendale",189.7,"Premium Unleaded","Vibe","Australind"
"189.7: Metro Canning Vale",189.7,"Premium Unleaded","Metro Petroleum","Canning Vale"
"189.8: Petro Fuels Shoalwater",189.8,"Premium Unleaded","Caltex","Shoalwater"
"189.9: BP Ballajura",189.9,"Premium Unleaded","BP","Ballajura"
"189.9: NightOwl Shell Maddington",189.9,"Premium Unleaded","Shell","Maddington"
"189.9: BP Forrestdale",189.9,"Premium Unleaded","BP","Forrestdale"
"189.9: United Bibra Lake",189.9,"Premium Unleaded","United","Bibra Lake"
"189.9: Ampol Foodary Baldivis",189.9,"Premium Unleaded","Ampol","Baldivis"
"189.9: Ampol Foodary Melville",189.9,"Premium Unleaded","Ampol","Alfred Cove"
"189.9: Ampol Foodary Yanchep",189.9,"Premium Unleaded","Ampol","Yanchep"
"189.9: Ampol Foodary Doubleview",189.9,"Premium Unleaded","Ampol","Doubleview"
"189.9: Ampol Foodary Erskine",189.9,"Premium Unleaded","Ampol","Erskine"
"189.9: Ampol Foodary Northlands",189.9,"Premium Unleaded","Ampol","Balcatta"
"189.9: Ampol Foodary Forrestdale",189.9,"Premium Unleaded","Ampol","Forrestdale"
"189.9: Ampol Foodary North Road",189.9,"Premium Unleaded","Ampol","Yakamia"
"189.9: Ampol Foodary South Lake",189.9,"Premium Unleaded","Ampol","South Lake"
"189.9: EG Ampol Banksia Grove",189.9,"Premium Unleaded","EG Ampol","Banksia Grove"
"189.9: EG Ampol Maddington West",189.9,"Premium Unleaded","EG Ampol","Maddington"
"189.9: EG Ampol South Lake",189.9,"Premium Unleaded","EG Ampol","South Lake"
"189.9: Astron Quinns Rocks",189.9,"Premium Unleaded","Astron","Quinns Rocks"
"189.9: Metro Geraldton",189.9,"Premium Unleaded","Metro Petroleum","Mahomets Flats"
"189.9: Caltex Kelmscott",189.9,"Premium Unleaded","Caltex","Kelmscott"
"189.9: Metro Wangara",189.9,"Premium Unleaded","Metro Petroleum","Wangara"
"190.3: 7-Eleven Treendale",190.3,"Premium Unleaded","7-Eleven","Australind"
"190.5: Liberty East Rockingham",190.5,"Premium Unleaded","Liberty","East Rockingham"
"190.5: Liberty Cataby",190.5,"Premium Unleaded","Liberty","Cataby"
"190.7: Vibe Upper Swan",190.7,"Premium Unleaded","Vibe","Upper Swan"
"190.9: Mt Barker Fuel Services",190.9,"Premium Unleaded","Independent","Mount Barker"
"190.9: 7-Eleven Byford South",190.9,"Premium Unleaded","7-Eleven","Byford"
"190.9: 7-Eleven Rockingham",190.9,"Premium Unleaded","7-Eleven","East Rockingham"
"190.9: 7-Eleven Haynes",190.9,"Premium Unleaded","7-Eleven","Armadale"
"190.9: 7-Eleven Middle Swan",190.9,"Premium Unleaded","7-Eleven","Middle Swan"
"190.9: 7-Eleven Southern River",190.9,"Premium Unleaded","7-Eleven","Southern River"
"190.9: 7-Eleven Mandurah",190.9,"Premium Unleaded","7-Eleven","Mandurah"
"190.9: 7-Eleven Kelmscott",190.9,"Premium Unleaded","7-Eleven","Kelmscott"
"190.9: 7-Eleven Forrestdale",190.9,"Premium Unleaded","7-Eleven","Forrestdale"
"190.9: 7-Eleven Carlisle",190.9,"Premium Unleaded","7-Eleven","Carlisle"
"190.9: 7-Eleven Greenfields South",190.9,"Premium Unleaded","7-Eleven","Greenfields"
"190.9: 7-Eleven Gosnells",190.9,"Premium Unleaded","7-Eleven","Gosnells"
"190.9: 7-Eleven Joondalup",190.9,"Premium Unleaded","7-Eleven","Joondalup"
"190.9: 7-Eleven Rockingham Central",190.9,"Premium Unleaded","7-Eleven","Rockingham"
"190.9: 7-Eleven Midland",190.9,"Premium Unleaded","7-Eleven","Midland"
"190.9: 7-Eleven Brabham",190.9,"Premium Unleaded","7-Eleven","Brabham"
"190.9: 7-Eleven Bentley",190.9,"Premium Unleaded","7-Eleven","Bentley"
"190.9: Caltex High Wycombe OPT",190.9,"Premium Unleaded","Caltex","High Wycombe"
"190.9: 7-Eleven Clarkson",190.9,"Premium Unleaded","7-Eleven","Clarkson"
"190.9: Hi-Way Sales & Service 1982",190.9,"Premium Unleaded","WA Fuels","Kojonup"
"190.9: 7-Eleven Dayton",190.9,"Premium Unleaded","7-Eleven","Dayton"
"191.5: Better Choice Edgewater",191.5,"Premium Unleaded","Better Choice","Edgewater"
"191.5: Shell Reddy Express Ellenbrook",191.5,"Premium Unleaded","Reddy Express","Ellenbrook"
"191.5: Shell Reddy Express Brighton",191.5,"Premium Unleaded","Reddy Express","Butler"
"191.7: AMPM Highway",191.7,"Premium Unleaded","Shell","Mount Melville"
"191.7: AMPM Beachway",191.7,"Premium Unleaded","Shell","Mira Mar"
"191.9: BP Applecross",191.9,"Premium Unleaded","BP","Applecross"
"191.9: BP 2go Silver Sands",191.9,"Premium Unleaded","BP","Mandurah"
"191.9: BP Kardinya",191.9,"Premium Unleaded","BP","Kardinya"
"191.9: BP Westgate",191.9,"Premium Unleaded","BP","Fremantle"
"191.9: BP Connect Padbury",191.9,"Premium Unleaded","BP","Padbury"
"191.9: BP Connect Riverton",191.9,"Premium Unleaded","BP","Riverton"
"191.9: BP Connect Rockingham Park",191.9,"Premium Unleaded","BP","Rockingham"
"191.9: BP Connect Wembley",191.9,"Premium Unleaded","BP","Wembley"
"191.9: BP 2go Collins Road",191.9,"Premium Unleaded","BP","Willetton"
"191.9: BP 2go Woodvale",191.9,"Premium Unleaded","BP","Woodvale"
"191.9: BP Connect South Perth",191.9,"Premium Unleaded","BP","South Perth"
"191.9: BP Connect Merriwa",191.9,"Premium Unleaded","BP","Ridgewood"
"191.9: BP Rosegarden",191.9,"Premium Unleaded","BP","Nedlands"
"191.9: BP Connect Carlisle",191.9,"Premium Unleaded","BP","Carlisle"
"191.9: BP Connect Currambine",191.9,"Premium Unleaded","BP","Currambine"
"191.9: BP 2go Cannington",191.9,"Premium Unleaded","BP","Cannington"
"191.9: BP Connect Beaumauris",191.9,"Premium Unleaded","BP","Ocean Reef"
"191.9: BP Baldivis Northbound Travel Centre",191.9,"Premium Unleaded","BP","Baldivis"
"191.9: BP Port Kennedy",191.9,"Premium Unleaded","BP","Port Kennedy"
"191.9: BP Baldivis Southbound Travel Centre",191.9,"Premium Unleaded","BP","Baldivis"
"191.9: BP Welshpool",191.9,"Premium Unleaded","BP","Kewdale"
"191.9: BP Woodbridge",191.9,"Premium Unleaded","BP","Woodbridge"
"191.9: BP East Rockingham",191.9,"Premium Unleaded","BP","East Rockingham"
"191.9: Ampol Foodary Ascot",191.9,"Premium Unleaded","Ampol","Ascot"
"191.9: Ampol Foodary Ashby",191.9,"Premium Unleaded","Ampol","Ashby"
"191.9: Ampol Foodary Stratton",191.9,"Premium Unleaded","Ampol","Stratton"
"191.9: Ampol Foodary East Fremantle",191.9,"Premium Unleaded","Ampol","East Fremantle"
"191.9: Ampol Foodary Nedlands",191.9,"Premium Unleaded","Ampol","Nedlands"
"191.9: Ampol Foodary Belmont",191.9,"Premium Unleaded","Ampol","Belmont"
"191.9: Ampol Foodary Leederville",191.9,"Premium Unleaded","Ampol","Leederville"
"191.9: Ampol Foodary East Perth",191.9,"Premium Unleaded","Ampol","Perth"
"191.9: Ampol Foodary Dawesville",191.9,"Premium Unleaded","Ampol","Dawesville"
"191.9: Ampol Foodary Carine",191.9,"Premium Unleaded","Ampol","Carine"
"191.9: Ampol Foodary Warnbro",191.9,"Premium Unleaded","Ampol","Warnbro"
"191.9: Ampol Foodary Williams",191.9,"Premium Unleaded","Ampol","Williams"
"191.9: Ampol Foodary Clarkson",191.9,"Premium Unleaded","Ampol","Clarkson"
"191.9: Ampol Foodary Butler",191.9,"Premium Unleaded","Ampol","Butler"
"191.9: Ampol Foodary Scarborough",191.9,"Premium Unleaded","Ampol","Scarborough"
"191.9: Ampol Foodary Bentley",191.9,"Premium Unleaded","Ampol","Bentley"
"191.9: Ampol Foodary Subiaco",191.9,"Premium Unleaded","Ampol","Subiaco"
"191.9: Ampol Foodary Byford",191.9,"Premium Unleaded","Ampol","Byford"
"191.9: Ampol Foodary Bunbury",191.9,"Premium Unleaded","Ampol","Bunbury"
"191.9: BP Greenwood North",191.9,"Premium Unleaded","BP","Greenwood"
"191.9: Ampol Foodary Thornlie Square",191.9,"Premium Unleaded","Ampol","Thornlie"
"191.9: Ampol Foodary Willetton",191.9,"Premium Unleaded","Ampol","Willetton"
"191.9: Caltex Byford",191.9,"Premium Unleaded","Caltex","Byford"
"191.9: EG Ampol Dianella",191.9,"Premium Unleaded","EG Ampol","Dianella"
"191.9: EG Ampol Southern River",191.9,"Premium Unleaded","EG Ampol","Southern River"
"191.9: Caltex Hamilton Hill South",191.9,"Premium Unleaded","Caltex","Hamilton Hill"
"191.9: EG Ampol Ellenbrook",191.9,"Premium Unleaded","EG Ampol","Ellenbrook"
"191.9: EG Ampol Aveley",191.9,"Premium Unleaded","EG Ampol","Aveley"
"191.9: EG Ampol South Fremantle",191.9,"Premium Unleaded","EG Ampol","South Fremantle"
"191.9: EG Ampol Greenwood",191.9,"Premium Unleaded","EG Ampol","Greenwood"
"191.9: EG Ampol Falcon",191.9,"Premium Unleaded","EG Ampol","Falcon"
"191.9: EG Ampol Northam",191.9,"Premium Unleaded","EG Ampol","Northam"
"191.9: Caltex Malaga",191.9,"Premium Unleaded","Caltex","Malaga"
"191.9: EG Ampol Australind",191.9,"Premium Unleaded","EG Ampol","Australind"
"191.9: Caltex Hamilton Hill North",191.9,"Premium Unleaded","Caltex","Hamilton Hill"
"191.9: Caltex Neerabup",191.9,"Premium Unleaded","Caltex","Neerabup"
"191.9: Caltex Lesmurdie",191.9,"Premium Unleaded","Caltex","Lesmurdie"
"191.9: Caltex Bentley",191.9,"Premium Unleaded","Caltex","Bentley"
"191.9: Caltex Bayswater",191.9,"Premium Unleaded","Caltex","Bayswater"
"191.9: Caltex Armadale",191.9,"Premium Unleaded","Caltex","Armadale"
"191.9: BP Singleton",191.9,"Premium Unleaded","BP","Singleton"
"192.0: FDWA Cunderdin",192,"Premium Unleaded","Independent","Cunderdin"
"192.2: Shell Reddy Express Dianella",192.2,"Premium Unleaded","Reddy Express","Dianella"
"192.2: Shell Reddy Express Osborne Park",192.2,"Premium Unleaded","Reddy Express","Osborne Park"
"192.2: Shell Reddy Express Banksia Grove",192.2,"Premium Unleaded","Reddy Express","Banksia Grove"
"192.5: Better Choice Bellevue",192.5,"Premium Unleaded","Better Choice","Bellevue"
"192.5: Shell Reddy Express Wangara",192.5,"Premium Unleaded","Reddy Express","Wangara"
"192.5: Shell Reddy Express Margaret River",192.5,"Premium Unleaded","Reddy Express","Margaret River"
"192.5: Shell Reddy Express Wanneroo Pearsall",192.5,"Premium Unleaded","Reddy Express","Wanneroo"
"192.9: BP 2go Australind",192.9,"Premium Unleaded","BP","Australind"
"192.9: NightOwl Shell Redcliffe",192.9,"Premium Unleaded","Shell","Redcliffe"
"192.9: Ampol Foodary Busselton",192.9,"Premium Unleaded","Ampol","Busselton"
"192.9: EG Ampol Bunbury",192.9,"Premium Unleaded","EG Ampol","East Bunbury"
"192.9: 7-Eleven Eaton",192.9,"Premium Unleaded","7-Eleven","Eaton"
"192.9: Caltex Upper Swan",192.9,"Premium Unleaded","Caltex","Upper Swan"
"192.9: 7-Eleven Dunsborough",192.9,"Premium Unleaded","7-Eleven","Dunsborough"
"192.9: NightOwl BP Armadale",192.9,"Premium Unleaded","BP","Armadale"
"192.9: Herne Hill General Store",192.9,"Premium Unleaded","Vibe","Herne Hill"
"193.2: Shell Reddy Express Albany Orana",193.2,"Premium Unleaded","Reddy Express","Orana"
"193.7: Better Choice Margaret River",193.7,"Premium Unleaded","Better Choice","Margaret River"
"193.9: United Kellerberrin Truck Stop",193.9,"Premium Unleaded","United","Kellerberrin"
"193.9: Ampol Foodary Cockburn Central",193.9,"Premium Unleaded","Ampol","Jandakot"
"193.9: Ampol Foodary Malaga",193.9,"Premium Unleaded","Ampol","Malaga"
"193.9: Ampol Foodary Karrinyup",193.9,"Premium Unleaded","Ampol","Gwelup"
"193.9: Ampol Foodary Glendalough",193.9,"Premium Unleaded","Ampol","Glendalough"
"193.9: Ampol Foodary North Wanneroo",193.9,"Premium Unleaded","Ampol","Nowergup"
"193.9: Ampol Foodary Joondalup",193.9,"Premium Unleaded","Ampol","Joondalup"
"193.9: Ampol Foodary Falcon (Miami Beach)",193.9,"Premium Unleaded","Ampol","Falcon"
"193.9: Ampol Foodary Kingsley",193.9,"Premium Unleaded","Ampol","Kingsley"
"193.9: Ampol Foodary Kewdale",193.9,"Premium Unleaded","Ampol","Kewdale"
"193.9: Ampol Foodary Gosnells",193.9,"Premium Unleaded","Ampol","Gosnells"
"193.9: Ampol Foodary Rivervale",193.9,"Premium Unleaded","Ampol","Rivervale"
"193.9: Ampol Foodary Cannington",193.9,"Premium Unleaded","Ampol","Cannington"
