"title","price","product","brand","suburb"
"181.9: Dunning's Picton",181.9,"Diesel","Shell","Picton"
"181.9: BP Picton Truckstop",181.9,"Diesel","BP","Picton"
"181.9: NightOwl Shell Ravenswood",181.9,"Diesel","Shell","Ravenswood"
"181.9: Ampol Picton Depot With Front",181.9,"Diesel","Ampol","Picton"
"181.9: Ampol Bridgetown Diesel Stop",181.9,"Diesel","Ampol","Bridgetown"
"181.9: Ampol Albany Diesel Stop",181.9,"Diesel","Ampol","Willyung"
"181.9: BP Donnybrook",181.9,"Diesel","BP","Donnybrook"
"181.9: Colroy Country Kitchen",181.9,"Diesel","Ampol","Capel"
"181.9: Ampol Rous Head",181.9,"Diesel","Ampol","North Fremantle"
"181.9: Shell Reddy Express Bayswater",181.9,"Diesel","Reddy Express","Bayswater"
"182.3: NightOwl Shell Redcliffe",182.3,"Diesel","Shell","Redcliffe"
"182.3: NightOwl Shell Maddington",182.3,"Diesel","Shell","Maddington"
"182.3: NightOwl Shell Bellevue",182.3,"Diesel","Shell","Bellevue"
"182.8: Petro Fuels Denmark",182.8,"Diesel","Petro Fuels","Denmark"
"182.9: BP Baskerville",182.9,"Diesel","BP","Baskerville"
"182.9: Shell Lower King Liquor & General",182.9,"Diesel","Shell","Lower King"
"182.9: BP East Rockingham",182.9,"Diesel","BP","East Rockingham"
"182.9: Ampol Foodary Stratton",182.9,"Diesel","Ampol","Stratton"
"182.9: Ampol Wedgefield Diesel Stop",182.9,"Diesel","Ampol","Wedgefield"
"182.9: Ampol Foodary High Wycombe",182.9,"Diesel","Ampol","High Wycombe"
"182.9: OTR Roleystone",182.9,"Diesel","Caltex","Roleystone"
"182.9: Puma Kununurra Depot",182.9,"Diesel","Puma","Kununurra"
"182.9: Shell Reddy Express Bunbury Gateway",182.9,"Diesel","Reddy Express","Glen Iris"
"182.9: Shell Reddy Express Albany Orana",182.9,"Diesel","Reddy Express","Orana"
"182.9: Caltex Kelmscott",182.9,"Diesel","Caltex","Kelmscott"
"182.9: Shell Reddy Express Bunbury Outbound",182.9,"Diesel","Reddy Express","Vittoria"
"183.5: CGL Fuel",183.5,"Diesel","CGL Fuel","Kununurra"
"183.5: United Southern River",183.5,"Diesel","United","Southern River"
"183.5: Geographe Petroleum Margaret River",183.5,"Diesel","Liberty","Margaret River"
"183.7: Vibe Bedford",183.7,"Diesel","Vibe","Bedford"
"183.7: Vibe Morley",183.7,"Diesel","Vibe","Morley"
"183.9: United Ellenbrook",183.9,"Diesel","United","Ellenbrook"
"183.9: BP Canning Vale OPT",183.9,"Diesel","BP","Canning Vale"
"183.9: BP Kununurra Depot (Recharge Petroleum)",183.9,"Diesel","BP","Kununurra"
"183.9: Atlas Fuel Narrogin",183.9,"Diesel","Atlas","Narrogin"
"183.9: Shell Reddy Express Kwinana Beach",183.9,"Diesel","Reddy Express","Kwinana Beach"
"183.9: Shell Reddy Express Tarcoola",183.9,"Diesel","Reddy Express","Mahomets Flats"
"183.9: Petro Fuels Carbunup River",183.9,"Diesel","Petro Fuels","Carbunup River"
"184.0: S-Bend Caravan Park",184,"Diesel","Liberty","South Greenough"
"184.5: Better Choice Margaret River",184.5,"Diesel","Better Choice","Margaret River"
"184.5: Vibe Bullsbrook",184.5,"Diesel","Vibe","Bullsbrook"
"184.7: Vibe Bridgetown",184.7,"Diesel","Vibe","Bridgetown"
"184.8: Petro Fuels Mount Barker",184.8,"Diesel","BP","Mount Barker"
"184.9: 53 Mile Roadhouse",184.9,"Diesel","United","Pinjarra"
"184.9: BP Roadhouse Bridgetown",184.9,"Diesel","BP","Bridgetown"
"184.9: BP Manjimup",184.9,"Diesel","BP","Manjimup"
"184.9: Caltex Langford",184.9,"Diesel","Caltex","Langford"
"184.9: Shell Reddy Express Armadale",184.9,"Diesel","Reddy Express","Armadale"
"184.9: Shell Reddy Express Banksia Grove",184.9,"Diesel","Reddy Express","Banksia Grove"
"184.9: OTR Bunbury",184.9,"Diesel","Shell","Bunbury"
"184.9: Shell Reddy Express Margaret River",184.9,"Diesel","Reddy Express","Margaret River"
"184.9: Herne Hill General Store",184.9,"Diesel","Vibe","Herne Hill"
"185.0: Chidlow Growers Mart Liquor Store",185,"Diesel","Independent","Chidlow"
"185.0: Shell Bullsbrook",185,"Diesel","Shell","Bullsbrook"
"185.0: Cape Agencies",185,"Diesel","Ampol","Wellstead"
"185.5: United Myaree",185.5,"Diesel","United","Myaree"
"185.5: Better Choice Edgewater",185.5,"Diesel","Better Choice","Edgewater"
"185.5: Better Choice Karridale Roadhouse",185.5,"Diesel","Better Choice","Karridale"
"185.5: United Kellerberrin Truck Stop",185.5,"Diesel","United","Kellerberrin"
"185.5: United Vasse Truck Stop",185.5,"Diesel","United","Vasse"
"185.5: Ampol Meckering Roadhouse",185.5,"Diesel","Ampol","Meckering"
"185.5: Dunning's KCD Fuels",185.5,"Diesel","Dunning's","Kingsford"
"185.5: Liberty O'Connor",185.5,"Diesel","Liberty","O'connor"
"185.8: Refuel Australia - Carnarvon",185.8,"Diesel","Ampol","Greys Plain"
"185.8: Refuel Australia - DMW Supplies",185.8,"Diesel","Ampol","Dongara"
"185.8: Refuel Carnarvon Truck Stop",185.8,"Diesel","Ampol","Brown Range"
"185.9: Dunning's Northam",185.9,"Diesel","Shell","Northam"
"185.9: BP Dunsborough",185.9,"Diesel","BP","Dunsborough"
"185.9: BP Cunderdin Roadhouse",185.9,"Diesel","BP","Cunderdin"
"185.9: Balingup Liquor & General Store",185.9,"Diesel","Independent","Balingup"
"185.9: BP Roadhouse Dongara",185.9,"Diesel","BP","Dongara"
"185.9: BP Walpole",185.9,"Diesel","BP","Walpole"
"185.9: Ampol Foodary Carnarvon",185.9,"Diesel","Ampol","Kingsford"
"185.9: United Anketell",185.9,"Diesel","United","Anketell"
"185.9: United Anketell South",185.9,"Diesel","United","Anketell"
"185.9: Shell Reddy Express Vasse",185.9,"Diesel","Reddy Express","Vasse"
"185.9: Shell Reddy Express Middle Swan",185.9,"Diesel","Reddy Express","Middle Swan"
"185.9: Metro Canning Vale",185.9,"Diesel","Metro Petroleum","Canning Vale"
"185.9: Shell Reddy Express Dunsborough",185.9,"Diesel","Reddy Express","Dunsborough"
"185.9: Northcliffe Newsagent & General Store",185.9,"Diesel","Independent","Northcliffe"
"186.7: Greenbushes Roadhouse",186.7,"Diesel","Phoenix","Greenbushes"
"186.9: Shell Gidgegannup",186.9,"Diesel","Shell","Gidgegannup"
"186.9: Northcliffe Farm and Trade",186.9,"Diesel","Independent","Northcliffe"
"186.9: BP Carnarvon",186.9,"Diesel","BP","Brown Range"
"186.9: BP Forrestdale",186.9,"Diesel","BP","Forrestdale"
"186.9: BP Augusta",186.9,"Diesel","BP","Augusta"
"186.9: Ampol Foodary Kewdale",186.9,"Diesel","Ampol","Kewdale"
"186.9: Del Park Roadhouse",186.9,"Diesel","Ampol","North Dandalup"
"186.9: Ampol Foodary Bannister Road",186.9,"Diesel","Ampol","Canning Vale"
"186.9: Shell Reddy Express Brighton",186.9,"Diesel","Reddy Express","Butler"
"186.9: Metro Midvale",186.9,"Diesel","Metro Petroleum","Midvale"
"187.0: Moonyoonooka Store",187,"Diesel","Ampol","Moonyoonooka"
"187.7: Dwellingup BP",187.7,"Diesel","BP","Dwellingup"
"187.9: BP Kewdale",187.9,"Diesel","BP","Kewdale"
"187.9: BP Welshpool",187.9,"Diesel","BP","Kewdale"
"187.9: BP West Kalgoorlie",187.9,"Diesel","BP","West Kalgoorlie"
"187.9: Liberty Kalgoorlie",187.9,"Diesel","Liberty","Kalgoorlie"
"187.9: Kambalda Roadhouse",187.9,"Diesel","Liberty","Kambalda West"
"188.0: Manypeaks Store",188,"Diesel","BP","Manypeaks"
"188.0: Walkaway General Store",188,"Diesel","Independent","Walkaway"
"188.9: Crudeli's Auto Repairs",188.9,"Diesel","BP","Mullewa"
"188.9: BP Pemberton Garage & Service Station",188.9,"Diesel","BP","Pemberton"
"188.9: Dunning's Carnarvon",188.9,"Diesel","Shell","Morgantown"
"188.9: Liberty Karratha",188.9,"Diesel","Liberty","Nickol"
"188.9: Shell Reddy Express Langford",188.9,"Diesel","Reddy Express","Langford"
"188.9: Shell Reddy Express Ellenbrook",188.9,"Diesel","Reddy Express","Ellenbrook"
"188.9: Shell Reddy Express Southern River",188.9,"Diesel","Reddy Express","Southern River"
"189.0: Mundijong Store & Deli",189,"Diesel","Independent","Mundijong"
"189.3: Route 94 Bakers Hill",189.3,"Diesel","United","Bakers Hill"
"189.3: Vibe Osborne Park",189.3,"Diesel","Vibe","Osborne Park"
"189.5: United Osborne Park",189.5,"Diesel","United","Osborne Park"
"189.5: Geographe IGA",189.5,"Diesel","Liberty","Geographe"
"189.5: United Bibra Lake",189.5,"Diesel","United","Bibra Lake"
"189.7: Gull Collie",189.7,"Diesel","Gull","Collie"
"189.7: Vibe Coolgardie",189.7,"Diesel","Vibe","Coolgardie"
"189.7: Vibe Hamilton Hill",189.7,"Diesel","Vibe","Hamilton Hill"
"189.7: Vibe Waroona",189.7,"Diesel","Vibe","Waroona"
"189.9: IOR Albany",189.9,"Diesel","IOR","Willyung"
"189.9: United Hamilton Hill",189.9,"Diesel","United","Hamilton Hill"
"189.9: BP Kambalda",189.9,"Diesel","BP","Kambalda East"
"189.9: BP Wedgefield OPT",189.9,"Diesel","BP","Wedgefield"
"189.9: BP Cowaramup",189.9,"Diesel","BP","Cowaramup"
"189.9: Eagle West Kalgoorlie Truckstop",189.9,"Diesel","Eagle","West Kalgoorlie"
"189.9: Ampol Foodary Forrest Highway North",189.9,"Diesel","Ampol","West Pinjarra"
"189.9: Ampol Foodary Forrest Highway South",189.9,"Diesel","Ampol","West Pinjarra"
"189.9: Ampol Foodary Malaga Drive",189.9,"Diesel","Ampol","Malaga"
"189.9: BP Malaga",189.9,"Diesel","BP","Malaga"
"189.9: Fruit Barn",189.9,"Diesel","Liberty","Donnybrook"
"189.9: Waroona Roadhouse",189.9,"Diesel","Puma","Waroona"
"189.9: Caltex Glenfield",189.9,"Diesel","Caltex","Glenfield"
"189.9: Caltex Bedfordale",189.9,"Diesel","Caltex","Bedfordale"
"189.9: Shell Reddy Express Busselton",189.9,"Diesel","Reddy Express","Busselton"
"189.9: Shell Reddy Express Maddington",189.9,"Diesel","Reddy Express","Maddington"
"189.9: Shell Reddy Express Forrestfield",189.9,"Diesel","Reddy Express","Forrestfield"
"189.9: Binningup General Store",189.9,"Diesel","Independent","Binningup"
"189.9: Astron Boulder Kalgoorlie",189.9,"Diesel","Astron","Boulder"
"189.9: FDWA Carnarvon OPT",189.9,"Diesel","Independent","Greys Plain"
"190.0: Walpole IGA Pioneer Store",190,"Diesel","Ampol","Walpole"
"190.9: Hills Emporio",190.9,"Diesel","Independent","Karragullen"
"190.9: Dunning's Karratha",190.9,"Diesel","Liberty","Karratha"
"190.9: Hi-Way Sales & Service 1982",190.9,"Diesel","WA Fuels","Kojonup"
"192.9: United South Lake",192.9,"Diesel","United","South Lake"
"192.9: BP Bibra Lake",192.9,"Diesel","BP","Bibra Lake"
"192.9: BP Kenwick",192.9,"Diesel","BP","Wattle Grove"
"192.9: Ampol Bibra Lake Diesel Stop",192.9,"Diesel","Ampol","Bibra Lake"
"192.9: Shell Reddy Express Esperance",192.9,"Diesel","Reddy Express","Esperance"
"192.9: OTR Como",192.9,"Diesel","Shell","Como"
"193.8: Cheynes Beach Caravan Park",193.8,"Diesel","Independent","Cheynes"
"193.8: Yarrumba Service Station",193.8,"Diesel","Liberty","Mullewa"
"193.9: BP Koondoola",193.9,"Diesel","BP","Koondoola"
"193.9: De Rosa's Highway Motors",193.9,"Diesel","Independent","Waroona"
"193.9: BP Baldivis Northbound Travel Centre",193.9,"Diesel","BP","Baldivis"
"193.9: BP Karratha Depot (Recharge Petroleum)",193.9,"Diesel","BP","Karratha Industrial Estate"
"193.9: BP Baldivis Southbound Travel Centre",193.9,"Diesel","BP","Baldivis"
"193.9: Ampol Kalgoorlie Diesel Stop",193.9,"Diesel","Ampol","West Kalgoorlie"
"193.9: Ampol Karratha Diesel Stop",193.9,"Diesel","Ampol","Karratha Industrial Estate"
"193.9: Shell Reddy Express Cloverdale",193.9,"Diesel","Reddy Express","Cloverdale"
"193.9: Shell Reddy Express Westfield",193.9,"Diesel","Reddy Express","Seville Grove"
"194.8: Refuel Australia - Meekatharra",194.8,"Diesel","Ampol","Meekatharra"
"194.9: IOR Wedgefield",194.9,"Diesel","IOR","Wedgefield"
"194.9: BP 2go Morrison Road",194.9,"Diesel","BP","Midvale"
"194.9: WA Fuel Karratha",194.9,"Diesel","WA Fuels","Karratha Industrial Estate"
"194.9: Shell Reddy Express Karratha",194.9,"Diesel","Reddy Express","Karratha"
"194.9: Shell Reddy Express Mount Lawley",194.9,"Diesel","Reddy Express","North Perth"
"194.9: Shell Reddy Express Osborne Park",194.9,"Diesel","Reddy Express","Osborne Park"
"195.4: Elleker General Store",195.4,"Diesel","Puma","Elleker"
"195.7: Gull York Roadhouse",195.7,"Diesel","Gull","York"
"195.7: Smiths Shell Service",195.7,"Diesel","Shell","York"
"195.9: BP The Lakes Roadhouse",195.9,"Diesel","BP","The Lakes"
"195.9: BP Beeliar",195.9,"Diesel","BP","Cockburn Central"
"195.9: BP Norseman",195.9,"Diesel","BP","Norseman"
"195.9: Ampol Collie",195.9,"Diesel","Ampol","Collie"
"195.9: Shell Reddy Express Upper Swan Roadhouse",195.9,"Diesel","Reddy Express","Upper Swan"
"195.9: Hillview Roadhouse and Motel",195.9,"Diesel","Shell","Kojonup"
"195.9: Shell Reddy Express Northam",195.9,"Diesel","Reddy Express","Northam"
"195.9: Shell Reddy Express Canning Vale",195.9,"Diesel","Reddy Express","Canning Vale"
"195.9: Shell Reddy Express Myaree",195.9,"Diesel","Reddy Express","Myaree"
"196.2: Youngs Siding General Store",196.2,"Diesel","BP","Youngs Siding"
"196.9: IOR Kununurra",196.9,"Diesel","IOR","Kununurra"
"196.9: United Hepburn Heights",196.9,"Diesel","United","Padbury"
"196.9: Ampol Foodary Lakelands",196.9,"Diesel","Ampol","Meadow Springs"
"196.9: NightOwl Shell Highgate",196.9,"Diesel","Shell","Mount Lawley"
"196.9: Shell Reddy Express Kewdale",196.9,"Diesel","Reddy Express","Kewdale"
"196.9: Shell Reddy Express Brentwood",196.9,"Diesel","Reddy Express","Brentwood"
"196.9: Shell Reddy Express Bibra Lake",196.9,"Diesel","Reddy Express","Bibra Lake"
"197.9: Ampol Foodary Norseman",197.9,"Diesel","Ampol","Norseman"
"197.9: Shell Reddy Express Kununurra Roadhouse",197.9,"Diesel","Reddy Express","Kununurra"
"197.9: Shell Reddy Express Karratha Travel & Truck",197.9,"Diesel","Reddy Express","Stove Hill"
"197.9: Shell Reddy Express Edgewater",197.9,"Diesel","Reddy Express","Edgewater"
"198.0: BP Port Hedland",198,"Diesel","BP","Port Hedland"
"198.9: BP Golden Gate",198.9,"Diesel","BP","Kalgoorlie"
"198.9: BP Kalgoorlie-Boulder Truckstop",198.9,"Diesel","BP","Yilkari"
"198.9: Ampol Foodary Coolgardie",198.9,"Diesel","Ampol","Coolgardie"
"198.9: Shell Reddy Express Lakelands",198.9,"Diesel","Reddy Express","Lakelands"
"198.9: Shell Reddy Express Duncraig",198.9,"Diesel","Reddy Express","Duncraig"
"198.9: Shell Reddy Express Boulder",198.9,"Diesel","Reddy Express","Boulder"
"198.9: Shell Reddy Express Dianella",198.9,"Diesel","Reddy Express","Dianella"
"199.0: Gracie's General",199,"Diesel","Independent","Gracetown"
"199.5: Better Choice Como",199.5,"Diesel","Better Choice","Como"
"199.7: Vibe Harvey",199.7,"Diesel","Vibe","Harvey"
"199.8: Petro Fuels Munglinup",199.8,"Diesel","Petro Fuels","Munglinup"
"199.9: United East Victoria Park",199.9,"Diesel","United","East Victoria Park"
"199.9: United Northbridge",199.9,"Diesel","United","Northbridge"
"199.9: Shell Reddy Express Kingsley",199.9,"Diesel","Reddy Express","Kingsley"
"199.9: Shell Reddy Express Palmyra",199.9,"Diesel","Reddy Express","Palmyra"
"199.9: Shell Reddy Express Victoria Park",199.9,"Diesel","Reddy Express","East Victoria Park"
"199.9: Shell Reddy Express Halls Head",199.9,"Diesel","Reddy Express","Halls Head"
"199.9: Shell Reddy Express Warwick",199.9,"Diesel","Reddy Express","Warwick"
"199.9: Shell Reddy Express Girrawheen",199.9,"Diesel","Reddy Express","Girrawheen"
"199.9: Shell Reddy Express Collie",199.9,"Diesel","Reddy Express","Collie"
"199.9: Shell Reddy Express Bicton",199.9,"Diesel","Reddy Express","Bicton"
"199.9: Shell Reddy Express Wangara",199.9,"Diesel","Reddy Express","Wangara"
"199.9: Shell Reddy Express Ocean Reef",199.9,"Diesel","Reddy Express","Ocean Reef"
"199.9: Shell Reddy Express Karawara",199.9,"Diesel","Reddy Express","Karawara"
"199.9: Shell Reddy Express Bull Creek",199.9,"Diesel","Reddy Express","Bull Creek"
"199.9: Shell Reddy Express Casuarina",199.9,"Diesel","Reddy Express","Bertram"
"199.9: Shell Reddy Express Bentley",199.9,"Diesel","Reddy Express","Bentley"
"199.9: Astron Swanbourne",199.9,"Diesel","Astron","Swanbourne"
"199.9: Shell Reddy Express Beeliar",199.9,"Diesel","Reddy Express","Beeliar"
"201.7: Vibe Subiaco",201.7,"Diesel","Vibe","Subiaco"
"201.9: Shell Reddy Express West Perth",201.9,"Diesel","Reddy Express","West Perth"
"201.9: Shell Reddy Express Perth",201.9,"Diesel","Reddy Express","Perth"
"201.9: Shell Reddy Express Wanneroo Pearsall",201.9,"Diesel","Reddy Express","Wanneroo"
"202.9: Shell Reddy Express Dampier",202.9,"Diesel","Reddy Express","Dampier"
"203.9: Meekatharra Corner Store",203.9,"Diesel","BP","Meekatharra"
"203.9: BP Karratha West",203.9,"Diesel","BP","Gap Ridge"
"203.9: BP Port Hedland Boulevard",203.9,"Diesel","BP","Port Hedland"
"203.9: Shell Reddy Express Jolimont",203.9,"Diesel","Reddy Express","Jolimont"
"203.9: Shell Reddy Express Waikiki",203.9,"Diesel","Reddy Express","Waikiki"
"204.9: Meekatharra Caravan Park",204.9,"Diesel","Independent","Meekatharra"
"204.9: Shell Reddy Express Meekatharra Roadhouse",204.9,"Diesel","Reddy Express","Meekatharra"
"205.9: Shell Reddy Express Wembley",205.9,"Diesel","Reddy Express","Wembley"
"205.9: Shell Reddy Express Fremantle",205.9,"Diesel","Reddy Express","Fremantle"
"205.9: Shell Reddy Express Clarkson",205.9,"Diesel","Reddy Express","Clarkson"
"205.9: Shell Reddy Express Leeming",205.9,"Diesel","Reddy Express","Leeming"
"206.9: Dunning's Broome Depot",206.9,"Diesel","Dunning's","Minyirr"
"206.9: United Broome",206.9,"Diesel","United","Cable Beach"
"206.9: Dunning's Broome",206.9,"Diesel","Shell","Broome"
"206.9: BP Broome Depot (Recharge Petroleum)",206.9,"Diesel","BP","Minyirr"
"206.9: Shell Reddy Express Scarborough",206.9,"Diesel","Reddy Express","Scarborough"
"208.9: Shell Reddy Express Malaga",208.9,"Diesel","Reddy Express","Malaga"
"209.9: BP Broome Central Service Centre",209.9,"Diesel","BP","Djugun"
"209.9: GSG WA Pty Ltd",209.9,"Diesel","Shell","Ravensthorpe"
"209.9: Shell Reddy Express Mandurah",209.9,"Diesel","Reddy Express","Barragup"
"209.9: Caltex South Hedland",209.9,"Diesel","Caltex","Port Hedland"
"209.9: Shell Reddy Express Willetton",209.9,"Diesel","Reddy Express","Willetton"
"209.9: BP Shinju Broome",209.9,"Diesel","BP","Broome"
"209.9: Shell Reddy Express Mount Pleasant",209.9,"Diesel","Reddy Express","Mount Pleasant"
"209.9: Shell Reddy Express South Perth",209.9,"Diesel","Reddy Express","South Perth"
"210.9: BP Ravensthorpe",210.9,"Diesel","BP","Ravensthorpe"
"211.9: Ningaloo Reef Fuels",211.9,"Diesel","Independent","Exmouth"
"211.9: Shell Reddy Express Claremont",211.9,"Diesel","Reddy Express","Claremont"
"211.9: Shell Reddy Express Mosman Park",211.9,"Diesel","Reddy Express","Mosman Park"
"212.9: Shell Reddy Express South Hedland Roadhouse",212.9,"Diesel","Reddy Express","Wedgefield"
"216.9: BP Derby Depot (Recharge Petroleum)",216.9,"Diesel","BP","Derby"
"218.9: Ampol Foodary Exmouth",218.9,"Diesel","Ampol","Exmouth"
"219.5: Dunning's Newman",219.5,"Diesel","Shell","Newman"
"219.5: Derby Fuels",219.5,"Diesel","Shell","Derby"
"219.8: BP Wubin",219.8,"Diesel","BP","Wubin"
"219.9: BP Newman South",219.9,"Diesel","BP","Newman"
"219.9: BP Derby",219.9,"Diesel","BP","Derby"
"219.9: Smart Mart Newman",219.9,"Diesel","Shell","Newman"
"219.9: Shell Reddy Express Broome",219.9,"Diesel","Reddy Express","Broome"
"220.8: Exmouth Fuel Supplies",220.8,"Diesel","Independent","Exmouth"
"222.9: Ampol Newman Diesel Stop",222.9,"Diesel","Ampol","Newman"
"229.5: Fitzroy River Lodge",229.5,"Diesel","Independent","Fitzroy Crossing"
"237.9: Ampol Fitzroy Crossing Diesel Stop",237.9,"Diesel","Ampol","Fitzroy Crossing"
"237.9: BP Fitzroy Crossing",237.9,"Diesel","BP","Fitzroy Crossing"
"239.9: Shell Reddy Express Fitzroy Crossing Roadhouse",239.9,"Diesel","Reddy Express","Fitzroy Crossing"
"129.9: Liberty Beckenham",129.9,"LPG","Liberty","Beckenham"
"132.9: BP Morley",132.9,"LPG","BP","Morley"
"135.5: United Kewdale Truck Stop",135.5,"LPG","United","Kewdale"
"135.5: United East Victoria Park",135.5,"LPG","United","East Victoria Park"
"135.5: Vibe Placid Ark Roadhouse",135.5,"LPG","Vibe","Coolup"
"135.5: United Perth Airport Truck Stop",135.5,"LPG","United","Perth Airport"
"135.9: Caltex Burswood",135.9,"LPG","Caltex","Burswood"
"135.9: Caltex Langford",135.9,"LPG","Caltex","Langford"
"135.9: Caltex Kelmscott",135.9,"LPG","Caltex","Kelmscott"
"135.9: S24 Redcliffe",135.9,"LPG","Shell","Redcliffe"
"135.9: S24 Forrestfield",135.9,"LPG","Shell","Forrestfield"
"135.9: Astron Roleystone",135.9,"LPG","Astron","Roleystone"
"136.3: Astron Quinns Rocks",136.3,"LPG","Astron","Quinns Rocks"
"137.5: Vibe Spearwood",137.5,"LPG","Vibe","Spearwood"
"139.5: United Hamilton Hill",139.5,"LPG","United","Hamilton Hill"
"139.5: United Hepburn Heights",139.5,"LPG","United","Padbury"
"139.5: United Lexia Truck Stop",139.5,"LPG","United","Lexia"
"139.5: United Myaree",139.5,"LPG","United","Myaree"
"139.5: United Northbridge",139.5,"LPG","United","Northbridge"
"139.5: United Ellenbrook",139.5,"LPG","United","Ellenbrook"
"139.5: United South Lake",139.5,"LPG","United","South Lake"
"139.9: BP Beeliar",139.9,"LPG","BP","Cockburn Central"
"139.9: Caltex Kiara",139.9,"LPG","Caltex","Kiara"
"139.9: S24 Sawyers Valley",139.9,"LPG","Caltex","Sawyers Valley"
"139.9: BP Beldon",139.9,"LPG","BP","Beldon"
"139.9: BP Henley Brook",139.9,"LPG","BP","Henley Brook"
"139.9: BP Mindarie",139.9,"LPG","BP","Mindarie"
"143.9: BP Balcatta",143.9,"LPG","BP","Balcatta"
"143.9: Better Choice Tuart Hill",143.9,"LPG","Better Choice","Tuart Hill"
"143.9: Better Choice Malaga",143.9,"LPG","Better Choice","Malaga"
"143.9: Better Choice Bellevue",143.9,"LPG","Better Choice","Bellevue"
"143.9: BP Woodbridge",143.9,"LPG","BP","Woodbridge"
"146.9: Lori's Fuel Supply",146.9,"LPG","Independent","Kelmscott"
"149.9: Caltex Alexander Heights",149.9,"LPG","Caltex","Alexander Heights"
"149.9: Petro Fuels Karragullen",149.9,"LPG","Petro Fuels","Karragullen"
"169.5: Better Choice Karridale Roadhouse",169.5,"LPG","Better Choice","Karridale"
"169.5: Better Choice Margaret River",169.5,"LPG","Better Choice","Margaret River"
"187.4: BOC Gas & Gear",187.4,"LPG","BOC","Webberton"
"239.9: BP Wubin",239.9,"LPG","BP","Wubin"
"173.1: Burk Oakford",173.1,"98 RON","Burk","Oakford"
"173.9: Vibe Baldivis",173.9,"98 RON","Vibe","Baldivis"
"174.0: Vibe Oakford Truckstop",174,"98 RON","Vibe","Oakford"
"174.7: Costco Perth Airport",174.7,"98 RON","Costco","Perth Airport"
"174.7: Costco Casuarina",174.7,"98 RON","Costco","Casuarina"
"175.5: Atlas Fuel Forrestdale",175.5,"98 RON","Atlas","Forrestdale"
"175.9: Atlas Fuel Ascot",175.9,"98 RON","Atlas","Ascot"
"176.5: Vibe Piara Waters",176.5,"98 RON","Vibe","Piara Waters"
"176.9: Atlas Fuel Kwinana",176.9,"98 RON","Atlas","Kwinana Beach"
"176.9: Atlas Fuel Wanneroo",176.9,"98 RON","Atlas","Wanneroo"
"177.3: Burk Alkimos",177.3,"98 RON","Burk","Alkimos"
"177.3: Burk Bassendean",177.3,"98 RON","Burk","Bassendean"
"177.3: Burk Landsdale",177.3,"98 RON","Burk","Landsdale"
"179.3: Burk Camillo",179.3,"98 RON","Burk","Camillo"
"179.3: Burk West Swan",179.3,"98 RON","Burk","West Swan"
"179.3: Burk Malaga",179.3,"98 RON","Burk","Malaga"
"179.3: Burk Mount Lawley",179.3,"98 RON","Burk","Mount Lawley"
"179.7: Vibe Ascot",179.7,"98 RON","Vibe","Ascot"
"179.7: Vibe Wanneroo",179.7,"98 RON","Vibe","Wanneroo"
"180.5: X Convenience Alkimos",180.5,"98 RON","X Convenience","Alkimos"
"181.5: Atlas Fuel Forrestfield",181.5,"98 RON","Atlas","Forrestfield"
"181.9: Atlas Fuel Golden Bay",181.9,"98 RON","Atlas","Golden Bay"
"182.3: Solo Morley",182.3,"98 RON","Solo","Morley"
"182.9: 7-Eleven Landsdale",182.9,"98 RON","7-Eleven","Landsdale"
"183.2: Vibe Charles St",183.2,"98 RON","Vibe","North Perth"
"183.9: Vibe Subiaco",183.9,"98 RON","Vibe","Subiaco"
"183.9: Vibe Bedford",183.9,"98 RON","Vibe","Bedford"
"183.9: Solo Riverton",183.9,"98 RON","Solo","Riverton"
"184.9: 7-Eleven Thornlie",184.9,"98 RON","7-Eleven","Thornlie"
"184.9: Liberty Dalyellup",184.9,"98 RON","Liberty","Dalyellup"
"184.9: 7-Eleven Dalyellup",184.9,"98 RON","7-Eleven","Dalyellup"
"184.9: Atlas Fuel Caversham",184.9,"98 RON","Atlas","Caversham"
"184.9: Liberty Landsdale",184.9,"98 RON","Liberty","Landsdale"
"185.1: Burk Broadwater",185.1,"98 RON","Burk","Broadwater"
"185.7: Vibe Beechboro",185.7,"98 RON","Vibe","Beechboro"
"185.7: Vibe Canning Vale",185.7,"98 RON","Vibe","Canning Vale"
"185.7: Vibe Bunbury South",185.7,"98 RON","Vibe","South Bunbury"
"185.9: Atlas Fuel Jarrahdale",185.9,"98 RON","Atlas","Jarrahdale"
"185.9: UGO Mundaring",185.9,"98 RON","UGO","Mundaring"
"186.2: Liberty Cannington",186.2,"98 RON","Liberty","Cannington"
"186.7: Vibe Spearwood",186.7,"98 RON","Vibe","Spearwood"
"186.9: Liberty Busselton West",186.9,"98 RON","Liberty","West Busselton"
"187.2: Atlas Fuel Thornlie",187.2,"98 RON","Atlas","Thornlie"
"187.2: Atlas Fuel Welshpool",187.2,"98 RON","Atlas","Welshpool"
"187.5: United Pinjarra Truck Stop",187.5,"98 RON","United","Pinjarra"
"187.5: X Convenience Erskine",187.5,"98 RON","X Convenience","Erskine"
"187.7: Vibe Welshpool",187.7,"98 RON","Vibe","Welshpool"
"187.7: Vibe Armadale",187.7,"98 RON","Vibe","Armadale"
"187.7: Vibe Bunbury Central",187.7,"98 RON","Vibe","Bunbury"
